post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score
676,Twitter,poll,2023-04-05 01:30,Exciting news! 🚀,#Entertainment,2827,156,450,16,1,1,Wednesday,positive
677,Twitter,video,2023-08-19 04:45,Just another day.,#Tech,3412,83,426,17,1,4,Saturday,neutral
678,Facebook,poll,2023-05-19 02:45,"New post, check it out!","#Family, #Events, #Community",3783,136,944,23,3,2,Friday,neutral
679,Twitter,carousel,2023-04-17 23:00,Just another day.,"#Memes, #Entertainment, #Trending",398,82,137,17,3,23,Monday,neutral
680,Twitter,video,2023-02-17 08:45,What do you think?,"#Sports, #News",913,50,220,18,2,8,Friday,neutral
681,Facebook,video,2023-03-27 11:30,Exciting news! 🚀,"#Friends, #Marketing",5000,182,370,16,2,11,Monday,positive
682,Facebook,video,2023-06-29 13:30,Not my best day. 😞,"#Social, #Family, #Marketing",2962,500,644,18,3,13,Thursday,negative
683,Twitter,carousel,2023-03-07 10:15,What do you think?,"#Sports, #Memes",33,174,262,18,2,10,Tuesday,neutral
684,Instagram,text,2023-05-10 04:45,Just another day.,"#Beauty, #Travel",492,381,922,17,2,4,Wednesday,neutral
685,Instagram,text,2023-05-20 19:00,Best day ever! 🎉,"#Fashion, #Tech, #Travel",363,290,529,16,3,19,Saturday,positive
686,Twitter,carousel,2023-03-09 18:00,Here's a quick update.,"#Entertainment, #Memes",370,66,446,22,2,18,Thursday,neutral
687,Instagram,video,2023-06-19 11:15,Not my best day. 😞,"#Photography, #Beauty",169,477,391,18,2,11,Monday,negative
688,Twitter,text,2023-08-30 09:15,"New post, check it out!",#Politics,1107,112,107,23,1,9,Wednesday,neutral
689,Facebook,video,2023-01-18 07:00,Exciting news! 🚀,"#Events, #Family",4871,500,888,16,2,7,Wednesday,positive
690,Facebook,carousel,2023-04-09 07:30,Just another day.,"#Community, #Social, #Marketing",5000,79,320,17,3,7,Sunday,neutral
691,Twitter,video,2023-03-02 06:30,Here's a quick update.,"#News, #Entertainment",2463,148,455,22,2,6,Thursday,neutral
692,Instagram,poll,2023-08-29 09:15,Just another day.,#Travel,2614,265,470,17,1,9,Tuesday,neutral
693,Instagram,image,2023-09-15 05:15,Best day ever! 🎉,"#Fitness, #Photography, #Foodie",3396,448,419,16,3,5,Friday,positive
694,Twitter,poll,2023-11-25 12:00,Disappointed but moving on.,#Sports,2628,80,387,27,1,12,Saturday,negative
695,Instagram,poll,2023-07-06 11:45,Exciting news! 🚀,"#Fashion, #Beauty, #Tech",2711,113,767,16,3,11,Thursday,positive
696,Twitter,text,2023-02-10 13:45,What do you think?,"#Sports, #Tech, #Trending",686,168,57,18,3,13,Friday,neutral
697,Twitter,carousel,2023-09-24 21:30,Here's a quick update.,"#Politics, #Memes",519,68,382,22,2,21,Sunday,neutral
698,Facebook,text,2023-04-20 00:15,Best day ever! 🎉,"#Marketing, #Family, #Social",1020,204,754,16,3,0,Thursday,positive
699,Twitter,text,2023-04-22 08:45,Not my best day. 😞,#Politics,1245,125,285,18,1,8,Saturday,negative
700,Instagram,video,2023-10-20 07:15,"New post, check it out!","#Fitness, #Foodie, #Travel",1959,57,522,23,3,7,Friday,neutral
701,Twitter,poll,2023-06-24 15:30,Best day ever! 🎉,#Memes,3493,96,305,16,1,15,Saturday,positive
702,Facebook,video,2023-11-25 04:00,Here's a quick update.,#Marketing,1336,423,191,22,1,4,Saturday,neutral
703,Instagram,poll,2023-06-03 04:45,Could be better.,"#Fitness, #Foodie",3027,500,67,16,2,4,Saturday,negative
704,Facebook,text,2023-01-20 11:45,Loving this new vibe! 😍,"#Community, #Events, #Social",1906,111,283,23,3,11,Friday,positive
705,Instagram,text,2023-07-18 14:15,Amazing experience! 🌟,#Photography,1526,295,272,21,1,14,Tuesday,positive
706,Twitter,text,2023-01-13 04:00,Here's a quick update.,"#Memes, #Entertainment, #News",703,187,123,22,3,4,Friday,neutral
707,Twitter,video,2023-08-10 12:00,Not my best day. 😞,"#News, #Memes",283,95,74,18,2,12,Thursday,negative
708,Instagram,carousel,2023-08-19 08:00,Not my best day. 😞,"#Beauty, #Tech, #InstaDaily",2370,132,275,18,3,8,Saturday,negative
709,Instagram,text,2023-09-29 18:45,"New post, check it out!","#Foodie, #Tech, #Beauty",4016,156,900,23,3,18,Friday,neutral
710,Twitter,video,2023-05-21 03:45,Not my best day. 😞,"#Politics, #Memes, #Trending",4298,278,316,18,3,3,Sunday,negative
711,Instagram,carousel,2023-02-14 08:15,What do you think?,"#Beauty, #Fashion, #Photography",2109,442,778,18,3,8,Tuesday,neutral
712,Instagram,carousel,2023-08-08 01:00,Exciting news! 🚀,#Tech,901,500,445,16,1,1,Tuesday,positive
713,Facebook,video,2023-08-10 12:00,What do you think?,"#Family, #Friends",1064,287,310,18,2,12,Thursday,neutral
714,Facebook,poll,2023-12-05 23:15,Could be better.,"#Community, #Events, #Social",2863,74,773,16,3,23,Tuesday,negative
715,Twitter,text,2023-07-26 01:00,Best day ever! 🎉,"#Entertainment, #Trending, #Tech",1281,40,371,16,3,1,Wednesday,positive
716,Facebook,carousel,2023-02-26 23:00,Disappointed but moving on.,"#Marketing, #Community, #Events",4945,241,158,27,3,23,Sunday,negative
717,Twitter,text,2023-01-04 16:45,"New post, check it out!","#Sports, #Memes, #News",1134,82,252,23,3,16,Wednesday,neutral
718,Facebook,carousel,2023-09-14 15:30,Exciting news! 🚀,"#Friends, #Community, #Events",3538,279,700,16,3,15,Thursday,positive
719,Instagram,image,2023-07-02 00:00,Loving this new vibe! 😍,#Tech,999,16,96,23,1,0,Sunday,positive
720,Twitter,video,2023-08-13 08:15,Here's a quick update.,#Memes,3448,137,66,22,1,8,Sunday,neutral
721,Twitter,video,2023-10-29 20:30,Here's a quick update.,"#News, #Sports",1123,136,297,22,2,20,Sunday,neutral
722,Instagram,image,2023-03-30 20:15,Exciting news! 🚀,"#Travel, #Fitness",1868,495,943,16,2,20,Thursday,positive
723,Facebook,image,2023-02-07 06:00,Could be better.,"#Marketing, #Friends, #Events",3495,147,436,16,3,6,Tuesday,negative
724,Twitter,poll,2023-02-18 03:45,Exciting news! 🚀,"#Memes, #Sports, #News",537,223,448,16,3,3,Saturday,positive
725,Instagram,carousel,2023-02-28 10:45,Exciting news! 🚀,#Beauty,1838,151,730,16,1,10,Tuesday,positive
726,Facebook,carousel,2023-05-21 05:45,Amazing experience! 🌟,"#Family, #Community, #Marketing",4999,471,561,21,3,5,Sunday,positive
727,Twitter,carousel,2023-04-30 13:15,Not my best day. 😞,#Trending,3308,10,244,18,1,13,Sunday,negative
728,Twitter,text,2023-11-17 21:30,Best day ever! 🎉,#Tech,747,33,259,16,1,21,Friday,positive
729,Instagram,poll,2023-09-28 23:15,Could be better.,"#Tech, #Beauty, #Travel",1139,246,920,16,3,23,Thursday,negative
730,Facebook,image,2023-11-05 05:30,Loving this new vibe! 😍,"#Community, #Events, #Friends",4266,221,70,23,3,5,Sunday,positive
731,Instagram,video,2023-11-21 20:00,Feeling down today.,"#Beauty, #Foodie, #InstaDaily",5000,78,536,19,3,20,Tuesday,negative
732,Instagram,text,2023-07-04 23:00,What do you think?,#Foodie,3342,68,993,18,1,23,Tuesday,neutral
733,Facebook,video,2023-05-01 01:15,What do you think?,#Family,5000,191,106,18,1,1,Monday,neutral
734,Twitter,video,2023-03-02 17:45,Not my best day. 😞,"#Sports, #Politics, #Memes",1345,56,391,18,3,17,Thursday,negative
735,Instagram,text,2023-04-08 14:30,Could be better.,"#Fashion, #Tech",36,143,186,16,2,14,Saturday,negative
736,Twitter,text,2023-09-12 09:00,Here's a quick update.,"#Entertainment, #Sports, #Tech",2093,112,433,22,3,9,Tuesday,neutral
737,Instagram,image,2023-08-31 01:00,Just another day.,"#Fitness, #InstaDaily, #Tech",1236,113,664,17,3,1,Thursday,neutral
738,Twitter,image,2023-09-20 22:00,Disappointed but moving on.,"#Politics, #Trending",1085,141,292,27,2,22,Wednesday,negative
739,Facebook,text,2023-03-08 15:45,Not my best day. 😞,"#Events, #Community, #Family",1942,239,874,18,3,15,Wednesday,negative
740,Twitter,poll,2023-11-11 04:15,Amazing experience! 🌟,"#Trending, #Politics",2664,138,443,21,2,4,Saturday,positive
741,Facebook,image,2023-06-12 16:45,Disappointed but moving on.,#Family,4188,400,44,27,1,16,Monday,negative
742,Facebook,carousel,2023-12-22 00:00,Feeling down today.,"#Friends, #Social",2057,459,440,19,2,0,Friday,negative
743,Facebook,text,2023-03-25 11:00,Amazing experience! 🌟,"#Marketing, #Community, #Family",3418,55,86,21,3,11,Saturday,positive
744,Twitter,image,2023-06-13 01:15,Disappointed but moving on.,#Politics,185,34,316,27,1,1,Tuesday,negative
745,Instagram,poll,2023-09-04 10:00,"New post, check it out!","#Foodie, #Photography, #Fitness",3451,87,54,23,3,10,Monday,neutral
746,Twitter,video,2023-02-01 15:00,Not my best day. 😞,#Memes,574,88,369,18,1,15,Wednesday,negative
747,Instagram,video,2023-08-22 20:30,Could be better.,"#Photography, #Beauty, #Foodie",2754,413,745,16,3,20,Tuesday,negative
748,Facebook,poll,2023-04-01 23:30,Could be better.,"#Community, #Social",3468,362,710,16,2,23,Saturday,negative
749,Facebook,carousel,2023-07-19 18:45,Just another day.,#Social,1071,68,397,17,1,18,Wednesday,neutral
750,Facebook,image,2023-06-01 17:45,Just another day.,"#Events, #Marketing",3694,457,490,17,2,17,Thursday,neutral
751,Instagram,image,2023-03-04 12:45,Disappointed but moving on.,"#Photography, #Fitness",5000,177,14,27,2,12,Saturday,negative
752,Facebook,poll,2023-09-13 03:30,Feeling down today.,#Events,4371,122,350,19,1,3,Wednesday,negative
753,Twitter,poll,2023-01-18 04:45,Could be better.,"#Sports, #Entertainment, #Trending",2283,112,439,16,3,4,Wednesday,negative
754,Twitter,image,2023-06-29 09:45,What do you think?,"#Sports, #Tech",1406,47,478,18,2,9,Thursday,neutral
755,Instagram,poll,2023-03-24 08:30,Here's a quick update.,#Travel,1101,89,239,22,1,8,Friday,neutral
756,Twitter,poll,2023-01-03 23:30,Feeling down today.,"#Trending, #Politics",323,96,243,19,2,23,Tuesday,negative
757,Instagram,poll,2023-01-10 00:00,Here's a quick update.,#Beauty,2502,369,743,22,1,0,Tuesday,neutral
758,Instagram,poll,2023-07-11 23:30,What do you think?,"#Foodie, #Tech, #Fitness",3133,500,573,18,3,23,Tuesday,neutral
759,Instagram,image,2023-10-16 16:00,Disappointed but moving on.,"#Fitness, #Tech",3857,154,343,27,2,16,Monday,negative
760,Twitter,video,2023-02-26 19:00,Could be better.,#News,3123,247,412,16,1,19,Sunday,negative
761,Instagram,text,2023-11-09 07:45,Amazing experience! 🌟,"#InstaDaily, #Fashion",1241,228,955,21,2,7,Thursday,positive
762,Twitter,video,2023-03-16 19:45,Not my best day. 😞,"#Entertainment, #Sports",2749,238,411,18,2,19,Thursday,negative
763,Instagram,text,2023-05-29 01:00,Not my best day. 😞,"#Foodie, #Tech, #Fashion",1193,198,313,18,3,1,Monday,negative
764,Twitter,poll,2023-07-01 19:30,Not my best day. 😞,#Tech,1258,106,242,18,1,19,Saturday,negative
765,Twitter,poll,2023-11-17 17:30,Could be better.,"#News, #Trending, #Tech",59,151,223,16,3,17,Friday,negative
766,Facebook,carousel,2023-11-01 22:15,"New post, check it out!",#Community,3119,368,161,23,1,22,Wednesday,neutral
767,Instagram,video,2023-09-29 04:00,Here's a quick update.,#Foodie,4655,500,106,22,1,4,Friday,neutral
768,Facebook,text,2023-08-07 12:30,Exciting news! 🚀,"#Events, #Marketing, #Family",2335,313,777,16,3,12,Monday,positive
769,Twitter,image,2023-07-28 18:15,"New post, check it out!","#Tech, #Entertainment, #Trending",3033,195,474,23,3,18,Friday,neutral
770,Twitter,video,2023-01-04 02:15,Exciting news! 🚀,#Sports,1320,127,44,16,1,2,Wednesday,positive
771,Twitter,text,2023-08-23 18:15,Loving this new vibe! 😍,"#Memes, #Politics",304,98,174,23,2,18,Wednesday,positive
772,Facebook,video,2023-07-26 07:45,Feeling down today.,#Family,2840,232,350,19,1,7,Wednesday,negative
773,Facebook,text,2023-05-31 00:15,Loving this new vibe! 😍,"#Marketing, #Social, #Family",2432,411,509,23,3,0,Wednesday,positive
774,Facebook,carousel,2023-11-06 14:00,Here's a quick update.,#Events,3713,332,162,22,1,14,Monday,neutral
775,Twitter,carousel,2023-06-01 23:30,"New post, check it out!","#Politics, #Sports",177,193,184,23,2,23,Thursday,neutral
776,Instagram,poll,2023-12-26 18:45,Loving this new vibe! 😍,"#Fashion, #Fitness",3452,379,696,23,2,18,Tuesday,positive
777,Twitter,text,2023-04-28 10:15,"New post, check it out!","#Politics, #News",800,79,101,23,2,10,Friday,neutral
778,Twitter,video,2023-10-26 05:30,Amazing experience! 🌟,#News,1586,17,175,21,1,5,Thursday,positive
779,Instagram,image,2023-03-30 20:00,Loving this new vibe! 😍,"#Tech, #Foodie, #Photography",478,108,304,23,3,20,Thursday,positive
780,Twitter,image,2023-01-31 10:30,"New post, check it out!",#Tech,1517,17,139,23,1,10,Tuesday,neutral
781,Facebook,text,2023-01-21 04:30,"New post, check it out!","#Family, #Social, #Marketing",742,332,342,23,3,4,Saturday,neutral
782,Facebook,video,2023-08-01 21:45,Feeling down today.,"#Marketing, #Events, #Community",5000,445,971,19,3,21,Tuesday,negative
783,Instagram,image,2023-06-19 14:45,Loving this new vibe! 😍,"#Tech, #Foodie, #InstaDaily",4246,315,549,23,3,14,Monday,positive
784,Twitter,carousel,2023-08-24 16:45,Not my best day. 😞,"#Memes, #Entertainment",960,27,327,18,2,16,Thursday,negative
785,Instagram,carousel,2023-01-30 13:30,Just another day.,"#Tech, #InstaDaily",496,500,151,17,2,13,Monday,neutral
786,Facebook,poll,2023-09-07 06:30,Just another day.,#Community,47,136,682,17,1,6,Thursday,neutral
787,Facebook,poll,2023-12-11 10:00,"New post, check it out!","#Marketing, #Events",1996,215,438,23,2,10,Monday,neutral
788,Instagram,text,2023-04-06 21:30,Loving this new vibe! 😍,#Photography,925,352,502,23,1,21,Thursday,positive
789,Facebook,video,2023-08-31 20:15,Not my best day. 😞,"#Social, #Family, #Marketing",2917,454,783,18,3,20,Thursday,negative
790,Twitter,poll,2023-12-11 21:15,Not my best day. 😞,#Memes,2477,81,184,18,1,21,Monday,negative
791,Facebook,text,2023-02-07 11:30,Not my best day. 😞,#Family,1016,326,5,18,1,11,Tuesday,negative
792,Instagram,image,2023-01-26 11:00,Not my best day. 😞,"#Photography, #Fitness, #Travel",872,32,492,18,3,11,Thursday,negative
793,Instagram,carousel,2023-03-06 08:00,Best day ever! 🎉,#Beauty,948,230,311,16,1,8,Monday,positive
794,Facebook,text,2023-08-11 21:45,Disappointed but moving on.,"#Friends, #Social",448,165,440,27,2,21,Friday,negative
795,Instagram,video,2023-10-05 05:30,Could be better.,"#Tech, #Travel",3586,143,880,16,2,5,Thursday,negative
796,Facebook,image,2023-05-06 18:30,Disappointed but moving on.,"#Community, #Family",5000,500,594,27,2,18,Saturday,negative
797,Instagram,video,2023-03-18 00:00,Not my best day. 😞,"#Fitness, #Travel",5000,290,533,18,2,0,Saturday,negative
798,Instagram,carousel,2023-06-24 02:30,Here's a quick update.,"#Fashion, #InstaDaily",5000,109,29,22,2,2,Saturday,neutral
799,Instagram,text,2023-07-22 06:45,What do you think?,"#InstaDaily, #Beauty",312,55,759,18,2,6,Saturday,neutral
800,Twitter,carousel,2023-11-09 12:00,Loving this new vibe! 😍,"#Politics, #Entertainment, #Trending",3106,74,322,23,3,12,Thursday,positive
801,Facebook,carousel,2023-01-02 06:00,Exciting news! 🚀,"#Friends, #Family, #Community",1747,181,175,16,3,6,Monday,positive
802,Instagram,poll,2023-10-27 11:15,Best day ever! 🎉,#Fashion,724,264,205,16,1,11,Friday,positive
803,Instagram,poll,2023-01-16 13:00,Loving this new vibe! 😍,#Foodie,1208,349,16,23,1,13,Monday,positive
804,Instagram,image,2023-08-24 19:15,Feeling down today.,"#InstaDaily, #Fitness, #Beauty",3865,234,3,19,3,19,Thursday,negative
805,Facebook,text,2023-07-04 09:30,Could be better.,"#Marketing, #Family",1990,275,392,16,2,9,Tuesday,negative
806,Instagram,poll,2023-07-09 00:30,Exciting news! 🚀,"#Beauty, #InstaDaily, #Fashion",643,87,965,16,3,0,Sunday,positive
807,Facebook,image,2023-09-08 08:45,Could be better.,#Events,3148,217,587,16,1,8,Friday,negative
808,Instagram,video,2023-04-26 02:15,Here's a quick update.,"#Travel, #Tech",2090,419,714,22,2,2,Wednesday,neutral
809,Facebook,image,2023-04-19 01:45,Here's a quick update.,"#Community, #Marketing, #Events",3564,455,982,22,3,1,Wednesday,neutral
810,Instagram,poll,2023-02-14 16:30,Loving this new vibe! 😍,#Fitness,2269,186,978,23,1,16,Tuesday,positive
811,Facebook,video,2023-07-19 09:45,What do you think?,"#Marketing, #Events",5000,372,542,18,2,9,Wednesday,neutral
812,Instagram,video,2023-07-22 10:45,Feeling down today.,"#Travel, #Tech, #Fashion",5000,215,951,19,3,10,Saturday,negative
813,Twitter,video,2023-10-06 17:15,Amazing experience! 🌟,"#Entertainment, #Sports",1423,138,284,21,2,17,Friday,positive
814,Twitter,image,2023-10-30 17:15,Could be better.,#News,1138,27,108,16,1,17,Monday,negative
815,Twitter,image,2023-08-15 14:00,Exciting news! 🚀,"#Sports, #Politics",2690,219,124,16,2,14,Tuesday,positive
816,Twitter,poll,2023-10-27 08:15,Loving this new vibe! 😍,"#Tech, #Memes, #Trending",1835,90,213,23,3,8,Friday,positive
817,Instagram,video,2023-04-14 02:45,Best day ever! 🎉,"#Fashion, #Foodie",4356,296,432,16,2,2,Friday,positive
818,Twitter,carousel,2023-06-26 07:15,Loving this new vibe! 😍,"#Politics, #Trending, #Sports",331,228,390,23,3,7,Monday,positive
819,Instagram,carousel,2023-02-05 17:00,Loving this new vibe! 😍,#Beauty,867,442,922,23,1,17,Sunday,positive
820,Facebook,image,2023-12-31 20:45,Amazing experience! 🌟,"#Friends, #Events",5000,114,269,21,2,20,Sunday,positive
821,Twitter,carousel,2023-11-01 13:30,Amazing experience! 🌟,#Trending,1618,55,278,21,1,13,Wednesday,positive
822,Twitter,poll,2023-12-19 03:30,Disappointed but moving on.,"#Memes, #Entertainment",338,59,74,27,2,3,Tuesday,negative
823,Instagram,carousel,2023-02-10 06:30,Best day ever! 🎉,"#Beauty, #Fashion, #Fitness",240,170,85,16,3,6,Friday,positive
824,Instagram,image,2023-08-13 04:30,Could be better.,"#Fashion, #Beauty",2859,500,27,16,2,4,Sunday,negative
825,Facebook,carousel,2023-04-13 09:15,Loving this new vibe! 😍,"#Family, #Events",4781,346,471,23,2,9,Thursday,positive
826,Twitter,video,2023-04-05 20:30,Could be better.,"#Memes, #Trending",2977,275,134,16,2,20,Wednesday,negative
827,Twitter,text,2023-03-06 02:45,Not my best day. 😞,"#Sports, #News",1285,92,238,18,2,2,Monday,negative
828,Twitter,video,2023-06-16 17:45,Best day ever! 🎉,"#Sports, #Trending",2557,147,304,16,2,17,Friday,positive
829,Twitter,text,2023-05-23 02:00,Could be better.,"#Tech, #News, #Entertainment",1586,51,199,16,3,2,Tuesday,negative
830,Twitter,carousel,2023-07-16 18:45,Loving this new vibe! 😍,"#News, #Memes, #Sports",0,76,34,23,3,18,Sunday,positive
831,Instagram,carousel,2023-12-24 00:15,Just another day.,"#Tech, #Travel",3546,500,974,17,2,0,Sunday,neutral
832,Instagram,video,2023-11-04 02:00,Best day ever! 🎉,"#InstaDaily, #Tech, #Foodie",4851,209,621,16,3,2,Saturday,positive
833,Facebook,text,2023-01-31 04:15,Amazing experience! 🌟,#Marketing,118,278,517,21,1,4,Tuesday,positive
834,Twitter,poll,2023-07-07 11:30,Amazing experience! 🌟,"#Trending, #Tech, #Sports",503,206,300,21,3,11,Friday,positive
835,Facebook,image,2023-12-06 01:45,"New post, check it out!","#Social, #Marketing, #Events",4402,297,337,23,3,1,Wednesday,neutral
836,Instagram,carousel,2023-08-01 00:00,Loving this new vibe! 😍,"#InstaDaily, #Travel",3028,268,15,23,2,0,Tuesday,positive
837,Facebook,carousel,2023-01-07 10:30,Here's a quick update.,"#Community, #Family, #Social",2718,418,554,22,3,10,Saturday,neutral
838,Twitter,video,2023-04-16 09:15,Here's a quick update.,#Tech,1165,184,52,22,1,9,Sunday,neutral
839,Twitter,video,2023-05-15 05:45,Disappointed but moving on.,"#News, #Memes",2303,135,247,27,2,5,Monday,negative
840,Twitter,poll,2023-09-27 09:00,Here's a quick update.,"#Entertainment, #Politics",895,57,357,22,2,9,Wednesday,neutral
841,Instagram,carousel,2023-07-21 15:15,Loving this new vibe! 😍,"#Photography, #InstaDaily, #Fashion",1736,500,965,23,3,15,Friday,positive
842,Instagram,text,2023-11-25 20:15,Feeling down today.,"#Photography, #Fashion, #Tech",3795,31,754,19,3,20,Saturday,negative
843,Facebook,text,2023-11-18 06:45,Best day ever! 🎉,"#Social, #Family, #Community",86,445,954,16,3,6,Saturday,positive
844,Twitter,carousel,2023-11-16 18:45,Feeling down today.,"#Sports, #Memes",573,94,160,19,2,18,Thursday,negative
845,Twitter,video,2023-12-01 20:45,Could be better.,"#Politics, #Tech, #Trending",1869,223,269,16,3,20,Friday,negative
846,Twitter,poll,2023-06-30 17:45,Exciting news! 🚀,"#Politics, #Trending",1369,207,450,16,2,17,Friday,positive
847,Facebook,poll,2023-07-05 08:45,Exciting news! 🚀,"#Community, #Social",2158,169,259,16,2,8,Wednesday,positive
848,Facebook,poll,2023-09-20 13:30,Could be better.,"#Community, #Family, #Friends",1327,31,458,16,3,13,Wednesday,negative
849,Instagram,poll,2023-06-17 07:15,Amazing experience! 🌟,#Fitness,2395,334,913,21,1,7,Saturday,positive
850,Facebook,carousel,2023-03-12 06:30,Just another day.,"#Community, #Family, #Events",5000,500,532,17,3,6,Sunday,neutral
851,Facebook,text,2023-05-25 04:00,"New post, check it out!","#Friends, #Marketing, #Community",639,299,602,23,3,4,Thursday,neutral
852,Facebook,carousel,2023-11-20 20:15,Disappointed but moving on.,"#Friends, #Events",3830,132,144,27,2,20,Monday,negative
853,Instagram,text,2023-01-03 20:45,"New post, check it out!","#Fitness, #Photography, #Tech",2816,289,104,23,3,20,Tuesday,neutral
854,Facebook,video,2023-05-16 20:00,Here's a quick update.,"#Social, #Marketing, #Events",1004,500,304,22,3,20,Tuesday,neutral
855,Twitter,image,2023-05-09 16:00,Loving this new vibe! 😍,#Memes,1635,184,500,23,1,16,Tuesday,positive
856,Instagram,carousel,2023-05-17 00:00,Feeling down today.,"#Travel, #Fashion",1533,45,532,19,2,0,Wednesday,negative
857,Facebook,image,2023-12-23 03:30,Amazing experience! 🌟,"#Marketing, #Friends, #Family",5000,500,738,21,3,3,Saturday,positive
858,Twitter,carousel,2023-09-17 13:30,Best day ever! 🎉,"#Memes, #News",744,28,430,16,2,13,Sunday,positive
859,Twitter,poll,2023-02-14 21:15,Amazing experience! 🌟,"#Entertainment, #News, #Memes",163,207,492,21,3,21,Tuesday,positive
860,Facebook,poll,2023-04-19 05:45,Exciting news! 🚀,"#Marketing, #Family",3026,475,101,16,2,5,Wednesday,positive
861,Twitter,text,2023-01-04 17:00,Here's a quick update.,"#Sports, #Entertainment",312,53,36,22,2,17,Wednesday,neutral
862,Instagram,image,2023-07-28 15:00,Disappointed but moving on.,#Beauty,2063,365,279,27,1,15,Friday,negative
863,Facebook,video,2023-04-20 14:30,Loving this new vibe! 😍,#Community,4149,500,198,23,1,14,Thursday,positive
864,Twitter,image,2023-01-08 13:15,"New post, check it out!","#Politics, #Trending",3202,67,197,23,2,13,Sunday,neutral
865,Twitter,carousel,2023-02-18 02:45,Exciting news! 🚀,"#Entertainment, #Memes, #Politics",3235,143,120,16,3,2,Saturday,positive
866,Facebook,poll,2023-01-20 03:45,Best day ever! 🎉,"#Friends, #Marketing, #Community",4798,168,146,16,3,3,Friday,positive
867,Facebook,video,2023-10-20 03:45,Here's a quick update.,"#Social, #Family, #Marketing",2558,118,852,22,3,3,Friday,neutral
868,Instagram,poll,2023-11-16 15:00,Not my best day. 😞,#Foodie,554,61,827,18,1,15,Thursday,negative
869,Instagram,carousel,2023-04-23 18:15,Here's a quick update.,#Fitness,5000,43,872,22,1,18,Sunday,neutral
870,Twitter,poll,2023-10-23 05:15,Feeling down today.,#Sports,1585,180,291,19,1,5,Monday,negative
871,Twitter,text,2023-07-11 08:15,Disappointed but moving on.,#Tech,993,139,417,27,1,8,Tuesday,negative
872,Facebook,text,2023-09-10 19:15,Here's a quick update.,#Events,2060,69,167,22,1,19,Sunday,neutral
873,Twitter,video,2023-09-29 17:45,Disappointed but moving on.,#Memes,102,58,364,27,1,17,Friday,negative
874,Instagram,poll,2023-03-28 08:15,Best day ever! 🎉,"#Travel, #Foodie",1550,151,707,16,2,8,Tuesday,positive
875,Facebook,text,2023-06-06 06:15,"New post, check it out!","#Family, #Community, #Friends",1551,334,248,23,3,6,Tuesday,neutral
876,Instagram,image,2023-08-02 08:30,"New post, check it out!","#Foodie, #Fashion",2065,416,196,23,2,8,Wednesday,neutral
877,Facebook,image,2023-01-04 07:00,What do you think?,"#Social, #Friends",4870,242,883,18,2,7,Wednesday,neutral
878,Instagram,text,2023-08-18 20:15,Amazing experience! 🌟,#Fashion,2152,421,732,21,1,20,Friday,positive
879,Instagram,poll,2023-08-06 12:00,Feeling down today.,#Foodie,5000,354,728,19,1,12,Sunday,negative
880,Instagram,carousel,2023-01-20 23:45,Feeling down today.,"#Tech, #Travel",4805,168,25,19,2,23,Friday,negative
881,Twitter,image,2023-12-22 03:00,Disappointed but moving on.,#Politics,82,68,213,27,1,3,Friday,negative
882,Facebook,poll,2023-04-18 08:00,"New post, check it out!",#Family,2147,242,462,23,1,8,Tuesday,neutral
883,Facebook,carousel,2023-10-10 20:15,Not my best day. 😞,"#Family, #Events",4766,149,410,18,2,20,Tuesday,negative
884,Instagram,text,2023-10-31 18:00,Loving this new vibe! 😍,"#Fitness, #Tech",712,34,601,23,2,18,Tuesday,positive
885,Twitter,text,2023-04-20 02:45,Not my best day. 😞,#News,1059,71,132,18,1,2,Thursday,negative
886,Twitter,carousel,2023-02-12 01:15,Exciting news! 🚀,"#Politics, #Sports, #Entertainment",756,37,303,16,3,1,Sunday,positive
887,Instagram,poll,2023-08-08 21:45,Best day ever! 🎉,"#Fitness, #Travel",3030,377,922,16,2,21,Tuesday,positive
888,Twitter,text,2023-07-06 08:00,Amazing experience! 🌟,"#Tech, #Memes, #Entertainment",1457,112,422,21,3,8,Thursday,positive
889,Instagram,poll,2023-05-12 15:45,Feeling down today.,"#Travel, #Fitness",3334,482,666,19,2,15,Friday,negative
890,Instagram,image,2023-03-11 22:45,Here's a quick update.,"#Fashion, #Tech",5000,179,467,22,2,22,Saturday,neutral
891,Facebook,text,2023-06-02 22:30,"New post, check it out!","#Friends, #Marketing, #Family",3479,34,77,23,3,22,Friday,neutral
892,Instagram,carousel,2023-03-23 23:30,Amazing experience! 🌟,"#Fashion, #InstaDaily, #Travel",3568,260,685,21,3,23,Thursday,positive
893,Instagram,poll,2023-07-22 14:30,Here's a quick update.,#Fitness,499,366,776,22,1,14,Saturday,neutral
894,Twitter,image,2023-02-12 10:00,Best day ever! 🎉,#Trending,660,203,258,16,1,10,Sunday,positive
895,Twitter,text,2023-05-05 06:45,Could be better.,#Sports,965,56,205,16,1,6,Friday,negative
896,Facebook,poll,2023-12-08 08:45,Amazing experience! 🌟,#Friends,3384,378,507,21,1,8,Friday,positive
897,Instagram,text,2023-02-16 16:45,Just another day.,"#Beauty, #Travel",1306,100,676,17,2,16,Thursday,neutral
898,Instagram,image,2023-05-28 23:45,Just another day.,"#Fashion, #Photography, #Beauty",4088,233,502,17,3,23,Sunday,neutral
